office,authority,mcfd_reg,agency,sda_desc,lsa_desc,off_name,city,open_dt,close_dt,off_type,afterhrs,apt_num,addr1_txt,addr2_txt,post_cd,phone_num,community,lha,lha_name,lat,lng
KRW,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - SI - CYMH & Youth Justice,Saanich Admin Team,Victoria,2010/04/01,2024/03/31, ,N,,#201 - 4478 West Saanich Road, ,V8Z3E9, ,VICTORIA,413,Saanich Peninsula,48.493219,-123.3877705
KRX,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - SI - CYMH & Youth Justice,Victoria Admin Team,Victoria,2010/04/01,2024/03/31, ,N,,#302 - 2955 Jutland Road, ,V8T5J9, ,VICTORIA,411,Greater Victoria,48.4394906,-123.3782747
KSA,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,{Office not assigned to an LSA},Eds North,Courtenay,2003/04/01,2024/03/31, ,N,,2455 Mansfield Drive, ,V9N2M2, ,COURTENAY,431,Comox Valley,49.6773072,-124.9806395
KSB,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Dir Of Practice-North Island,Campbell River,2007/04/01,2024/03/31, ,N,,"Ste. 115, 1180 Ironwood Street", ,V9W5P7, ,CAMPBELL RIVER,432,Greater Campbell River,50.0261921,-125.2553446
KSC,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Director Quality Assurance,Campbell River,2007/04/01,2024/03/31,Regional,N,,Suite 201 - 1400 Dogwood Street, ,V9W3A6, ,CAMPBELL RIVER,432,Greater Campbell River,50.0294981,-125.2509917
KTA,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Director Aboriginal Service Change,Victoria,2003/04/01,2024/03/31, ,N,,140 - 4460 Chatterton Way, ,V8X5J2, ,VICTORIA,413,Saanich Peninsula,48.4904288,-123.3843912
KTB,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,{Office not assigned to an LSA},Regional Aboriginal Services Manager,Nanaimo,2011/04/01,2024/03/31,Regional,N,,#202 - 6551 Aulds Road, ,V9T6K2, ,NANAIMO,424,Greater Nanaimo,49.233641,-124.0475917
KVA,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,{Office not assigned to an LSA},Assistant Deputy Director Of Adoptions,Victoria,2003/04/01,2024/03/31,District,N,,"Suite 102, 1195 Esquimalt Road", ,V9A3N6, ,ESQUIMALT,411,Greater Victoria,48.4298727,-123.4121773
KVB,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Assistant Director Of Adoptions - Aboriginal,Victoria,2005/04/01,2024/03/31, ,N,,4460 Chatterton Way,Po Box 9727 Stn Prov Govt,V8X5J2, ,VICTORIA,413,Saanich Peninsula,48.48889,-123.3834158
KWA,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,{Office not assigned to an LSA},Cysn Manager,Victoria,2005/04/01,2024/03/31,District,N,,140 - 4460 Chatterton Way, ,V8X5J2, ,VICTORIA,413,Saanich Peninsula,48.4904288,-123.3843912
KYA,3 - Vancouver Island,3 - Vancouver Island,Ministry Of Children And Family Development,SDA 31 - Vancouver Island,LSA - SI - CYMH & Youth Justice,Director Of Operations - Cymh & Youth Justice,Victoria,2011/04/01,2024/03/31,District,N,,2814 Nanaimo Street, ,V8T4W9, ,VICTORIA,411,Greater Victoria,48.4402208,-123.3655474
OCG,8 - Headquarters,8 - Headquarters,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Office Of Comptroller General,,2000/04/01,2024/03/31, ,N,,,,, ,,,,,
QAA,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},North Operations,Prince George,2002/04/01,2024/03/31, ,N,,#462 1011 4th Avenue, ,V2L3H9, ,PRINCE GEORGE,524,Prince George,53.9147872,-122.7421549
QAB,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Adm North Region,,2009/04/01,2024/03/31, ,N,,,,, ,,,,,
QBA,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},"Director, Operations",Prince George,2000/04/01,2024/03/31, ,N,,#462 1011 4th Avenue, ,V2L3H9, ,PRINCE GEORGE,524,Prince George,53.9147872,-122.7421549
QBR,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Regional Programs,Prince George,2007/04/01,2024/03/31,Regional,N,,#462 1011 4th Avenue, ,V2L3H9, ,PRINCE GEORGE,524,Prince George,53.9147872,-122.7421549
QBS,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Regional Collab Practice & Family Dev,Prince George,2008/04/01,2024/03/31,Regional,N,,#462 1011 4th Avenue, ,V2L3H9, ,PRINCE GEORGE,524,Prince George,53.9147872,-122.7421549
QCA,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - CYSN & Early Years,Director Of Operations - Cysn & Early Years,Prince George,2000/04/01,2024/03/31, ,N,,1441 - 7th Avenue, ,V2L3P3, ,PRINCE GEORGE,524,Prince George,53.9143758,-122.7508331
QCB,4 - North,4 - North,Ministry Of Children And Family Development,SDA 41 - North Coast/Bulkley Nechako,LSA - Nechako Lakes,Burns Lake,Burns Lake,2000/04/01,2024/03/31,District,N,,108  2nd Avenue, ,V0J1E0, ,SOUTHBANK,522,Burns Lake,54.2290116,-125.7614583
QCC,4 - North,4 - North,Ministry Of Children And Family Development,SDA 41 - North Coast/Bulkley Nechako,LSA - Nechako Lakes,Vanderhoof,Vanderhoof,2000/04/01,2024/03/31,District,N,,160 East Columbia Street, ,V0J3A0, ,VANDERHOOF,523,Nechako,54.0165595,-124.0068019
QCD,4 - North,4 - North,Ministry Of Children And Family Development,SDA 41 - North Coast/Bulkley Nechako,LSA - Nechako Lakes,Ft. St. James,Fort St James,2000/04/01,2024/03/31,District,N,,250 Stuart Street East, ,V0J1P0, ,FORT ST. JAMES,523,Nechako,54.4421363,-124.2504039
QCE,4 - North,4 - North,Ministry Of Children And Family Development,SDA 41 - North Coast/Bulkley Nechako,LSA - Bulkley/Hazeltons,Hazelton Guardianship,Hazelton,2018/04/01,2024/03/31,District,N,,2210 Highway 62,Po Box 380,V0J1Y0, ,HAZELTON,513,Upper Skeena,55.2575655,-127.6589816
QCF,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Mcbride / Valemount,Mcbride,2000/04/01,2024/03/31,District,N,,852 2nd Avenue Po Box 549, ,V0J2E0, ,MCBRIDE,524,Prince George,53.3035052,-120.1694325
QCI,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Quesnel,Cymh Quesnel,Quesnel,2011/04/01,2024/03/31, ,N,,163 Kinchant Street, ,V2J2R1, ,QUESNEL,521,Quesnel,52.9752032,-122.4937728
QCK,4 - North,4 - North,Ministry Of Children And Family Development,SDA 41 - North Coast/Bulkley Nechako,LSA - Bulkley/Hazeltons,Smithers/Houston,Smithers,2000/04/01,2024/03/31,District,N,,1st Floor - 3793 Alfred Avenue, ,V0J2N0, ,SMITHERS,514,Smithers,54.7779242,-127.1747189
QCL,4 - North,4 - North,Ministry Of Children And Family Development,SDA 41 - North Coast/Bulkley Nechako,LSA - Bulkley/Hazeltons,Hazelton,Hazelton,2000/04/01,2024/03/31, ,N,,2210 Highway 62,Po Box 380,V0J1Y0, ,HAZELTON,513,Upper Skeena,55.2575655,-127.6589816
QCN,4 - North,4 - North,Ministry Of Children And Family Development,SDA 41 - North Coast/Bulkley Nechako,"LSA - Stikine , NW YJ & CYMH",Cymh Team 3,Hazelton,2004/04/01,2024/03/31, ,N,,2210 Highway 62,Po Box 380,V0J1Y0, ,HAZELTON,513,Upper Skeena,55.2575655,-127.6589816
QCP,4 - North,4 - North,Ministry Of Children And Family Development,SDA 41 - North Coast/Bulkley Nechako,LSA - Bulkley/Hazeltons,Smithers Resources,Smithers,2004/04/01,2024/03/31, ,N,,"2nd Fl, 3793 Alfred Avenue", ,V0J2N0, ,SMITHERS,514,Smithers,54.7779242,-127.1747189
QCQ,4 - North,4 - North,Ministry Of Children And Family Development,SDA 41 - North Coast/Bulkley Nechako,LSA - Nechako Lakes,Vanderhoof Team 2,Vanderhoof,2004/04/01,2024/03/31,District,N,,160 East Columbia Street, ,V0J3A0, ,VANDERHOOF,523,Nechako,54.0165595,-124.0068019
QCV,4 - North,4 - North,Ministry Of Children And Family Development,SDA 41 - North Coast/Bulkley Nechako,LSA - Bulkley/Hazeltons,Smithers Guardianship,Smithers,2005/04/01,2024/03/31,District,N,,"2nd Fl, 3793 Alfred Avenue", ,V0J2N0, ,SMITHERS,514,Smithers,54.7779242,-127.1747189
QCW,4 - North,4 - North,Ministry Of Children And Family Development,SDA 41 - North Coast/Bulkley Nechako,LSA - Bulkley/Hazeltons,Hazelton Aboriginal,Hazelton,2005/04/01,2024/03/31,District,N,,2210 Highway 62,Po Box 380,V0J1Y0, ,HAZELTON,513,Upper Skeena,55.259888,-127.645505
QCX,4 - North,4 - North,Ministry Of Children And Family Development,SDA 41 - North Coast/Bulkley Nechako,LSA - Bulkley/Hazeltons,Director Of Operations - Bulkley/Hazeltons,Smithers,2011/04/01,2024/03/31,District,N,,"2nd Fl, 3793 Alfred Avenue", ,V0J2N0, ,SMITHERS,514,Smithers,54.7779242,-127.1747189
QCY,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Quesnel,Director Of Operations - Quesnel,Quesnel,2010/04/01,2024/03/31,District,N,,163 Kinchant Street, ,V2J2R1, ,QUESNEL,521,Quesnel,52.9752032,-122.4937728
QCZ,4 - North,4 - North,Ministry Of Children And Family Development,SDA 41 - North Coast/Bulkley Nechako,LSA - Nechako Lakes,Director Of Operations Nechako Lakes,Vanderhoof,2010/04/01,2024/03/31,District,N,,160 East Columbia Street, ,V0J3A0, ,VANDERHOOF,523,Nechako,54.0165595,-124.0068019
QDE,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Prince George Adolescent Services,Prince George,2000/04/01,2024/03/31,District,N,,1160 Seventh Avenue, ,V2L5G6, ,PRINCE GEORGE,524,Prince George,53.9134739,-122.7460003
QDL,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Mackenzie,Mackenzie,2000/04/01,2024/03/31,District,N,,540 Mackenzie Boulevard,Bag 5000,V0J2C0, ,MACKENZIE,524,Prince George,55.340119,-123.0956862
QEA,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Mgr Asd,Prince George,2000/04/01,2024/03/31, ,N,,#462 1011 4th Avenue, ,V2L3H9, ,PRINCE GEORGE,524,Prince George,53.9147872,-122.7421549
QEB,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Prince George -Asd #1,Prince George,2000/04/01,2024/03/31,District,N,,"#171, 1600 - 15th Avenue", ,V2L3X3, ,PRINCE GEORGE,524,Prince George,53.9099592,-122.7586933
QEC,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Vanderhoof - Asd,Vanderhoof,2000/04/01,2024/03/31,District,N,,160 East Columbia Street, ,V0J3A0, ,VANDERHOOF,523,Nechako,54.0165595,-124.0068019
QED,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Mackenzie - Asd,Mackenzie,2000/04/01,2024/03/31,District,N,,540 Mackenzie Boulevard, ,V0J2C0, ,MACKENZIE,524,Prince George,55.340119,-123.0956862
QEE,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Mcbride / Valemount - Asd,Mcbride,2000/04/01,2024/03/31,District,N,,852 2nd Avenue Po Box 549, ,V0J2E0, ,MCBRIDE,524,Prince George,53.3035052,-120.1694325
QEF,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Burns Lake - Asd,Burns Lake,2000/04/01,2024/03/31,District,N,,108  2nd Avenue, ,V0J1E0, ,SOUTHBANK,522,Burns Lake,54.2290116,-125.7614583
QEH,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Prince George - Asd #2,Prince George,2000/04/01,2024/03/31,District,N,,"#171, 1600 - 15th Avenue", ,V2L3X3, ,PRINCE GEORGE,524,Prince George,53.9099592,-122.7586933
QEJ,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Smithers - Asd,Smithers,2000/04/01,2024/03/31, ,N,,"2nd Fl, 3793 Alfred Avenue", ,V0J2N0, ,SMITHERS,514,Smithers,54.7779242,-127.1747189
QEL,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Terrace - Asd,Terrace,2000/04/01,2024/03/31, ,N,,"Suite 400, 4545 Lazelle Avenue", ,V8G4E1, ,TERRACE,517,Terrace,54.5171903,-128.5847996
QEM,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Prince Rupert - Asd,Prince Rupert,2000/04/01,2024/03/31, ,N,,"Suite 580, 309 2nd Avenue West", ,V8J3T1, ,PRINCE RUPERT,512,Prince Rupert,54.3136145,-130.3247311
QEN,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Kitimat -Asd,Terrace,2000/04/01,2024/03/31,District,N,,4741 Park Avenue,,V8G1W2, ,TERRACE,517,Terrace,54.518567,-128.5951153
QEP,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Dawson Creek - Asd,Dawson Creek,2000/04/01,2024/03/31,District,N,,"Suite 205, 1508 102nd Avenue", ,V1G2E2, ,DAWSON CREEK,531,Peace River South,55.7598781,-120.2449123
QEQ,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Children-Quesnel Asd,Quesnel,2001/04/01,2024/03/31,District,N,,163 Kinchant Street, ,V2J2R1, ,QUESNEL,521,Quesnel,52.9752032,-122.4937728
QFA,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Prince George Youth Custody Ctre,Prince George,2000/04/01,2024/03/31, ,N,,"Service Bag 10,000", ,V2N4P2, ,PRINCE GEORGE,524,Prince George,53.9130555,-122.7452778
QGA,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,{Office not assigned to an LSA},North Central Eds,Prince George,2000/04/01,2024/03/31, ,N,,1441 - 7th Avenue, ,V2L3P3, ,PRINCE GEORGE,524,Prince George,53.9143758,-122.7508331
QGB,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 1,Prince George Team 1,Prince George,2000/04/01,2024/03/31,District,N,,1441 - 7th Avenue, ,V2L3P3, ,PRINCE GEORGE,524,Prince George,53.9143758,-122.7508331
QGC,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 1,Prince George Team 2,Prince George,2000/04/01,2024/03/31,District,N,,1200 La Salle Avenue, ,V2L4J8, ,PRINCE GEORGE,524,Prince George,53.896995,-122.7442826
QGD,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 1,Prince George Team 6,Prince George,2000/04/01,2024/03/31,District,N,,1441 - 7th Avenue, ,V2L3P3, ,PRINCE GEORGE,524,Prince George,53.9143758,-122.7508331
QGE,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 1,Prince George After Hours,Prince George,2000/04/01,2024/03/31,District,Y,,1441 - 7th Avenue, ,V2L3P3, ,PRINCE GEORGE,524,Prince George,53.9143758,-122.7508331
QGF,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 1,Prince George Team 3,Prince George,2004/04/01,2024/03/31, ,N,,1441 - 7th Avenue, ,V2L3P3, ,PRINCE GEORGE,524,Prince George,53.9143758,-122.7508331
QGG,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 1,Prince George Team 5,Prince George,2004/04/01,2024/03/31, ,N,,2809 Ferry Avenue, ,V2N1L3, ,PRINCE GEORGE,524,Prince George,53.8880355,-122.7803552
QGH,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 1,Mcbride/Valemount,Mcbride,2004/04/01,2024/03/31, ,N,,852 2nd Avenue Po Box 549, ,V0J2E0, ,MCBRIDE,524,Prince George,53.3035052,-120.1694325
QGI,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Quesnel,Cymh Prince George,Prince George,2007/04/01,2024/03/31,District,N,,1040 Third Avenue, ,V2L5S2, ,PRINCE GEORGE,524,Prince George,53.9160069,-122.7418148
QGJ,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 1,Mackenzie,Mackenzie,2004/04/01,2024/03/31, ,N,,540 Mackenzie Boulevard,Bag 5000,V0J2C0, ,MACKENZIE,524,Prince George,55.340119,-123.0956862
QGK,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 1,Prince George Team 4,Prince George,2004/04/01,2024/03/31, ,N,,1441 - 7th Avenue, ,V2L3P3, ,PRINCE GEORGE,524,Prince George,53.9143758,-122.7508331
QGL,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 2,Youth Justice,Prince George,2004/04/01,2024/03/31, ,N,,1040 Third Avenue, ,V2L5S2, ,PRINCE GEORGE,524,Prince George,53.9160069,-122.7418148
QGM,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 2,Prince George Adolescent Services,Prince George,2004/04/01,2024/03/31, ,N,,1160 Seventh Avenue, ,V2L5G6, ,PRINCE GEORGE,524,Prince George,53.9134739,-122.7460003
QGN,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Quesnel,Quesnel Team 1,Quesnel,2004/04/01,2024/03/31, ,N,,163 Kinchant Street, ,V2J2R1, ,QUESNEL,521,Quesnel,52.9752032,-122.4937728
QGO,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 1,Rural And Remote Team,Prince George,2007/04/01,2024/03/31,District,N,,2809 Ferry Avenue, ,V2N1L3, ,PRINCE GEORGE,524,Prince George,53.8880355,-122.7803552
QGP,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Quesnel,Quesnel Team 2,Quesnel,2004/04/01,2024/03/31, ,N,,163 Kinchant Street, ,V2J2R1, ,QUESNEL,521,Quesnel,52.9752032,-122.4937728
QGQ,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Prince George Resources,Prince George,2004/04/01,2024/03/31, ,N,,101-1577 7th Avenue, ,V2L3P5, ,PRINCE GEORGE,524,Prince George,53.9149406,-122.7528206
QGR,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,{Office not assigned to an LSA},Prince George Aboriginal,Prince George,2005/04/01,2024/03/31,District,N,,1441 7th Avenue,,V2L3P3, ,PRINCE GEORGE,524,Prince George,53.9144841,-122.7508736
QGT,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 1,Mackenzie Aboriginal,Mackenzie,2005/04/01,2024/03/31,District,N,,540 Mackenzie Blvd,Bag 5000,V0J2C0, ,MACKENZIE,524,Prince George,55.3357516,-123.090103
QGU,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Quesnel,Quesnel Aboriginal,Quesnel,2005/04/01,2024/03/31,District,N,,163 Kinchant St,,V2J2R1, ,QUESNEL,521,Quesnel,52.9752275,-122.4935235
QGV,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 2,Prince George Resources,Prince George,2007/04/01,2024/03/31,District,N,,101-1577 7th Avenue, ,V2L3P5, ,PRINCE GEORGE,524,Prince George,53.9149406,-122.7528206
QGW,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Quesnel,Quesnel Team 3,Quesnel,2007/04/01,2024/03/31,District,N,,163 Kinchant Street, ,V2J2R1, ,QUESNEL,521,Quesnel,52.9752032,-122.4937728
QGX,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 1,Director Of Operations1 Pg & Area 1,Prince George,2011/04/01,2024/03/31, ,N,,1441 - 7th Avenue, ,V2L3P3, ,PRINCE GEORGE,524,Prince George,53.9143758,-122.7508331
QGY,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Director Of Operations Pg & Area 3,Vanderhoof,2010/04/01,2024/03/31,Regional,N,,160 East Columbia Street, ,V0J3A0, ,VANDERHOOF,523,Nechako,54.0165595,-124.0068019
QGZ,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - Prince George & Area 2,Director Of Operations Pg & Area 2,Prince George,2010/04/01,2024/03/31,Regional,N,,1441 - 7th Avenue, ,V2L3P3, ,PRINCE GEORGE,524,Prince George,53.9143758,-122.7508331
QHA,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Dir Ab Serv Change,Prince George,2000/04/01,2024/03/31, ,N,,#462 1011 4th Avenue, ,V2L3H9, ,PRINCE GEORGE,524,Prince George,53.9147872,-122.7421549
QHC,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Aboriginal Services Northwest,Prince Rupert,2004/04/01,2024/03/31, ,N,,"Suite 580, 309 2nd Avenue West", ,V8J3T1, ,PRINCE RUPERT,512,Prince Rupert,54.3136145,-130.3247311
QHD,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Aboriginal Services Pg & Area,Prince George,2004/04/01,2024/03/31, ,N,,#462 1011 4th Avenue, ,V2L3H9, ,PRINCE GEORGE,524,Prince George,53.9147872,-122.7421549
QHE,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Aboriginal Services Peace,Dawson Creek,2007/04/01,2024/03/31,District,N,,"Suite 205, 1508 102nd Avenue", ,V1G2E2, ,DAWSON CREEK,531,Peace River South,55.7598781,-120.2449123
QHF,4 - North,4 - North,Ministry Of Children And Family Development,{Office not assigned to an SDA},{Office not assigned to an LSA},Aboriginal Services Bulkley,Vanderhoof,2008/04/01,2024/03/31,District,N,,160 East Columbia Street, ,V0J3A0, ,VANDERHOOF,523,Nechako,54.0165595,-124.0068019
QJA,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,{Office not assigned to an LSA},Northeast Eds,Fort St John,2000/04/01,2024/03/31, ,N,,#200 - 9900 - 100th Avenue, ,V1J5S7, ,FORT ST. JOHN,532,Peace River North,56.2466834,-120.8460443
QJB,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - NE Child Protection Youth Probation,Dawson Creek Team 1,Dawson Creek,2000/04/01,2024/03/31,District,N,,"Suite 205, 1508 102nd Avenue", ,V1G2E2, ,DAWSON CREEK,531,Peace River South,55.7598781,-120.2449123
QJC,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - NE Child Protection Youth Probation,Ft St John Team 1,Fort St John,2000/04/01,2024/03/31,District,N,,#200 - 9900 - 100th Avenue, ,V1J5S7, ,FORT ST. JOHN,532,Peace River North,56.2466834,-120.8460443
QJD,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - NE Child Protection Youth Probation,Chetwynd,Chetwynd,2000/04/01,2024/03/31,District,N,,4744 - 52nd Street, ,V0C1J0, ,CHETWYND,531,Peace River South,55.6980858,-121.6332584
QJE,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - NE Child Protection Youth Probation,Ft. Nelson,Fort Nelson,2000/04/01,2024/03/31,District,N,,5020 Airport Drive, ,V0C1R0, ,FORT NELSON,533,Fort Nelson,58.8061938,-122.6964552
QJF,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,"LSA - NE- Early Years, CYMH & CYSN",Cymh South Peace,Chetwynd,2002/04/01,2024/03/31,District,N,,4744 - 52nd Street, ,V0C1J0, ,CHETWYND,531,Peace River South,55.6980858,-121.6332584
QJG,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - NE Child Protection Youth Probation,Dawson Creek Team 2,Dawson Creek,2004/04/01,2024/03/31, ,N,,"Suite 205, 1508 102nd Avenue", ,V1G2E2, ,DAWSON CREEK,531,Peace River South,55.7598781,-120.2449123
QJH,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - NE Child Protection Youth Probation,Fort St. John Team 2,Fort St John,2004/04/01,2024/03/31, ,N,,#200 - 9900 - 100th Avenue, ,V1J5S7, ,FORT ST. JOHN,532,Peace River North,56.2466834,-120.8460443
QJI,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - NE Guardianship Resource Permanency,Dawson Creek Aboriginal,Dawson Creek,2005/04/01,2024/03/31,District,N,,1508 - 102nd Ave,,V1G2E2, ,DAWSON CREEK,531,Peace River South,55.7596259,-120.2455554
QJJ,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - NE Child Protection Youth Probation,Fort St. John Aboriginal,Fort St.John,2005/04/01,2024/03/31,District,N,,10615 - 102nd Street,,V1J5L3, ,FORT ST. JOHN,532,Peace River North,56.2525914,-120.8507661
QJK,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - NE Guardianship Resource Permanency,Chetwynd Aboriginal,Chetwynd,2005/04/01,2024/03/31,District,N,,4744 52nd Street,Bag 105,V0C1J0, ,CHETWYND,531,Peace River South,55.6949477,-121.6293921
QJL,4 - North,4 - North,Ministry Of Children And Family Development,SDA 42 - North Central/Peace Region,LSA - NE Child Protection Youth Probation,Fort Nelson Aboriginal,Fort Nelson,2005/04/01,2024/03/31,District,N,,5020 Airport Drive,Bag 1000,V0C1R0, ,FORT NELSON,533,Fort Nelson,58.804982,-122.696781
